inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
4.2,68.89,22.02,56.01,DoorCLOSED,PowerON,55.35,CompressorOFF,0.37,Wednesday 15.01.2025 -- 00:01:40,0
5.09,48.37,20.74,52.93,DoorCLOSED,PowerON,21.23,CompressorOFF,0.4,Wednesday 15.01.2025 -- 00:01:45,0
6.66,56.67,27.72,73.37,DoorCLOSED,PowerON,45.02,CompressorOFF,0.39,Wednesday 15.01.2025 -- 00:01:50,0
3.85,55.39,26.81,61.99,DoorCLOSED,PowerON,95.28,CompressorON,0.88,Wednesday 15.01.2025 -- 00:01:55,0
3.05,65.36,20.17,88.92,DoorCLOSED,PowerON,40.97,CompressorOFF,0.16,Wednesday 15.01.2025 -- 00:02:00,0
11.12,90.56,29.68,80.87,DoorCLOSED,PowerON,207.15,CompressorON,0.83,Wednesday 15.01.2025 -- 00:02:05,1
4.73,85.48,20.1,76.17,DoorOPEN,PowerON,106.86,CompressorON,0.39,Wednesday 15.01.2025 -- 00:02:10,0
3.29,70.72,21.26,85.04,DoorCLOSED,PowerON,92.17,CompressorON,0.37,Wednesday 15.01.2025 -- 00:02:15,0
2.2,51.46,20.81,76.44,DoorCLOSED,PowerON,94.01,CompressorON,1.25,Wednesday 15.01.2025 -- 00:02:20,0
2.63,59.9,18.34,71.37,DoorCLOSED,PowerON,135.7,CompressorON,0.14,Wednesday 15.01.2025 -- 00:02:25,0
4.42,60.37,21.67,87.29,DoorCLOSED,PowerON,58.72,CompressorOFF,0.37,Wednesday 15.01.2025 -- 00:02:30,0
2.95,55.07,20.08,52.48,DoorCLOSED,PowerON,156.77,CompressorON,0.14,Wednesday 15.01.2025 -- 00:02:35,0
3.71,51.74,26.84,87.49,DoorCLOSED,PowerON,145.85,CompressorON,0.36,Wednesday 15.01.2025 -- 00:02:40,0
3.04,72.91,22.04,53.56,DoorCLOSED,PowerON,109.73,CompressorON,1.03,Wednesday 15.01.2025 -- 00:02:45,0
3.37,46.18,26.1,64.44,DoorCLOSED,PowerON,95.36,CompressorON,0.07,Wednesday 15.01.2025 -- 00:02:50,0
2.86,62.57,23.17,80.57,DoorCLOSED,PowerON,94.11,CompressorON,0.17,Wednesday 15.01.2025 -- 00:02:55,0
1.89,48.62,23.0,88.96,DoorCLOSED,PowerON,94.68,CompressorON,0.36,Wednesday 15.01.2025 -- 00:03:00,0
5.4,55.46,20.59,87.7,DoorCLOSED,PowerON,28.7,CompressorOFF,0.22,Wednesday 15.01.2025 -- 00:03:05,0
1.95,52.57,25.58,53.64,DoorCLOSED,PowerON,123.11,CompressorON,0.22,Wednesday 15.01.2025 -- 00:03:10,0
5.18,66.14,21.46,71.35,DoorCLOSED,PowerON,31.25,CompressorOFF,0.32,Wednesday 15.01.2025 -- 00:03:15,0
2.68,47.99,31.83,83.89,DoorCLOSED,PowerON,156.18,CompressorON,0.34,Wednesday 15.01.2025 -- 00:03:20,0
4.73,78.91,28.08,89.1,DoorOPEN,PowerOFF,0.0,CompressorOFF,0.37,Wednesday 15.01.2025 -- 00:03:25,0
6.04,84.35,26.96,82.93,DoorOPEN,PowerON,147.53,CompressorON,0.89,Wednesday 15.01.2025 -- 00:03:30,0
5.43,74.93,29.92,76.72,DoorCLOSED,PowerON,52.23,CompressorOFF,0.15,Wednesday 15.01.2025 -- 00:03:35,0
2.71,62.0,31.37,82.78,DoorCLOSED,PowerON,142.53,CompressorON,0.38,Wednesday 15.01.2025 -- 00:03:40,0
2.14,56.83,23.59,62.19,DoorCLOSED,PowerON,152.96,CompressorON,0.31,Wednesday 15.01.2025 -- 00:03:45,0
3.9,48.01,31.89,71.94,DoorCLOSED,PowerON,94.64,CompressorON,1.14,Wednesday 15.01.2025 -- 00:03:50,0
4.09,66.9,29.21,53.08,DoorCLOSED,PowerON,158.94,CompressorON,0.06,Wednesday 15.01.2025 -- 00:03:55,0
5.13,72.16,20.24,62.58,DoorCLOSED,PowerON,29.59,CompressorOFF,0.06,Wednesday 15.01.2025 -- 00:04:00,0
4.7,61.56,19.79,52.34,DoorOPEN,PowerON,143.05,CompressorON,0.03,Wednesday 15.01.2025 -- 00:04:05,0
6.25,84.39,26.38,81.88,DoorOPEN,PowerON,139.18,CompressorON,0.19,Wednesday 15.01.2025 -- 00:04:10,0
2.07,67.09,23.22,82.98,DoorCLOSED,PowerON,120.43,CompressorON,0.31,Wednesday 15.01.2025 -- 00:04:15,0
3.3,51.28,20.37,75.58,DoorCLOSED,PowerON,33.75,CompressorOFF,0.29,Wednesday 15.01.2025 -- 00:04:20,0
3.43,74.87,29.81,87.59,DoorCLOSED,PowerON,131.13,CompressorON,0.2,Wednesday 15.01.2025 -- 00:04:25,0
10.44,91.12,31.69,90.56,DoorCLOSED,PowerON,197.65,CompressorOFF,1.22,Wednesday 15.01.2025 -- 00:04:30,1
3.58,82.73,31.02,59.62,DoorOPEN,PowerON,148.12,CompressorON,0.57,Wednesday 15.01.2025 -- 00:04:35,0
4.54,58.73,21.38,61.44,DoorCLOSED,PowerON,47.96,CompressorOFF,0.44,Wednesday 15.01.2025 -- 00:04:40,0
4.15,72.81,30.57,89.17,DoorCLOSED,PowerON,43.05,CompressorOFF,0.26,Wednesday 15.01.2025 -- 00:04:45,0
2.37,60.45,19.03,68.45,DoorCLOSED,PowerON,116.64,CompressorON,0.32,Wednesday 15.01.2025 -- 00:04:50,0
3.54,61.58,21.08,67.01,DoorCLOSED,PowerON,150.43,CompressorON,0.06,Wednesday 15.01.2025 -- 00:04:55,0
5.02,55.29,27.04,81.11,DoorCLOSED,PowerON,51.29,CompressorOFF,0.23,Wednesday 15.01.2025 -- 00:05:00,0
10.64,85.7,28.69,85.88,DoorCLOSED,PowerON,205.82,CompressorOFF,1.52,Wednesday 15.01.2025 -- 00:05:05,1
3.74,63.67,31.03,74.06,DoorCLOSED,PowerON,124.13,CompressorON,0.28,Wednesday 15.01.2025 -- 00:05:10,0
2.53,61.84,26.12,57.86,DoorCLOSED,PowerON,125.99,CompressorON,0.18,Wednesday 15.01.2025 -- 00:05:15,0
4.61,50.26,18.23,67.04,DoorCLOSED,PowerON,56.08,CompressorOFF,0.04,Wednesday 15.01.2025 -- 00:05:20,0
4.73,68.41,28.73,57.4,DoorOPEN,PowerON,133.17,CompressorON,0.22,Wednesday 15.01.2025 -- 00:05:25,0
8.66,89.44,34.69,62.18,DoorCLOSED,PowerON,212.13,CompressorON,1.21,Wednesday 15.01.2025 -- 00:05:30,1
6.15,61.86,18.59,51.03,DoorOPEN,PowerON,148.11,CompressorON,0.15,Wednesday 15.01.2025 -- 00:05:35,0
3.59,62.54,31.85,76.5,DoorCLOSED,PowerON,53.3,CompressorOFF,0.09,Wednesday 15.01.2025 -- 00:05:40,0
3.44,64.03,19.08,83.73,DoorCLOSED,PowerON,59.56,CompressorOFF,0.06,Wednesday 15.01.2025 -- 00:05:45,0
6.44,76.17,20.04,65.65,DoorOPEN,PowerON,127.24,CompressorON,0.34,Wednesday 15.01.2025 -- 00:05:50,0
7.58,83.09,31.79,89.29,DoorCLOSED,PowerOFF,229.95,CompressorOFF,1.51,Wednesday 15.01.2025 -- 00:05:55,1
3.36,55.65,30.22,74.63,DoorCLOSED,PowerON,116.49,CompressorON,0.17,Wednesday 15.01.2025 -- 00:06:00,0
5.34,46.08,19.06,60.34,DoorCLOSED,PowerON,50.84,CompressorOFF,0.1,Wednesday 15.01.2025 -- 00:06:05,0
3.21,51.58,29.37,72.03,DoorCLOSED,PowerON,21.93,CompressorOFF,0.42,Wednesday 15.01.2025 -- 00:06:10,0
7.51,51.48,25.46,72.97,DoorCLOSED,PowerON,22.38,CompressorOFF,0.17,Wednesday 15.01.2025 -- 00:06:15,0
4.02,70.97,28.89,70.94,DoorCLOSED,PowerON,58.89,CompressorOFF,0.33,Wednesday 15.01.2025 -- 00:06:20,0
2.44,53.88,21.55,81.06,DoorCLOSED,PowerON,132.96,CompressorON,0.08,Wednesday 15.01.2025 -- 00:06:25,0
2.46,73.13,21.9,50.21,DoorCLOSED,PowerON,115.06,CompressorON,0.41,Wednesday 15.01.2025 -- 00:06:30,0
2.93,64.8,28.04,51.5,DoorCLOSED,PowerON,105.41,CompressorON,0.23,Wednesday 15.01.2025 -- 00:06:35,0
4.2,46.22,24.72,85.02,DoorCLOSED,PowerON,55.11,CompressorOFF,0.13,Wednesday 15.01.2025 -- 00:06:40,0
3.67,54.09,22.07,51.25,DoorCLOSED,PowerON,119.98,CompressorON,0.34,Wednesday 15.01.2025 -- 00:06:45,0
3.6,47.41,24.08,79.72,DoorCLOSED,PowerON,39.25,CompressorOFF,0.34,Wednesday 15.01.2025 -- 00:06:50,0
6.82,87.5,18.93,70.51,DoorOPEN,PowerON,147.99,CompressorON,0.97,Wednesday 15.01.2025 -- 00:06:55,0
4.47,61.2,20.31,67.35,DoorCLOSED,PowerON,45.86,CompressorOFF,0.12,Wednesday 15.01.2025 -- 00:07:00,0
8.08,51.12,27.33,71.35,DoorCLOSED,PowerON,20.21,CompressorOFF,0.26,Wednesday 15.01.2025 -- 00:07:05,0
4.28,75.07,21.29,56.55,DoorOPEN,PowerON,138.2,CompressorON,0.16,Wednesday 15.01.2025 -- 00:07:10,0
2.22,56.45,21.45,89.37,DoorCLOSED,PowerON,137.28,CompressorON,0.29,Wednesday 15.01.2025 -- 00:07:15,0
1.9,48.42,18.99,82.03,DoorCLOSED,PowerON,147.38,CompressorON,0.41,Wednesday 15.01.2025 -- 00:07:20,0
5.06,65.93,22.52,74.62,DoorOPEN,PowerON,148.33,CompressorON,0.36,Wednesday 15.01.2025 -- 00:07:25,0
2.52,62.69,31.97,78.7,DoorCLOSED,PowerON,191.66,CompressorON,0.04,Wednesday 15.01.2025 -- 00:07:30,0
3.09,71.32,30.34,78.53,DoorCLOSED,PowerON,22.42,CompressorOFF,0.41,Wednesday 15.01.2025 -- 00:07:35,0
3.89,46.33,24.68,54.4,DoorCLOSED,PowerON,110.68,CompressorON,0.05,Wednesday 15.01.2025 -- 00:07:40,0
4.13,54.07,27.32,72.08,DoorCLOSED,PowerON,37.26,CompressorOFF,0.07,Wednesday 15.01.2025 -- 00:07:45,0
5.9,74.91,26.78,65.75,DoorOPEN,PowerON,98.34,CompressorON,0.23,Wednesday 15.01.2025 -- 00:07:50,0
3.35,73.63,18.38,79.06,DoorCLOSED,PowerON,57.82,CompressorOFF,0.31,Wednesday 15.01.2025 -- 00:07:55,0
7.65,65.45,26.34,73.31,DoorCLOSED,PowerON,44.79,CompressorOFF,0.21,Wednesday 15.01.2025 -- 00:08:00,0
7.55,68.08,30.53,61.13,DoorOPEN,PowerON,134.71,CompressorON,0.44,Wednesday 15.01.2025 -- 00:08:05,0
5.64,75.62,20.58,85.24,DoorOPEN,PowerON,114.12,CompressorON,0.44,Wednesday 15.01.2025 -- 00:08:10,0
11.62,84.62,32.17,61.25,DoorCLOSED,PowerON,242.11,CompressorON,1.0,Wednesday 15.01.2025 -- 00:08:15,1
4.86,68.13,29.71,82.58,DoorCLOSED,PowerON,48.65,CompressorOFF,0.29,Wednesday 15.01.2025 -- 00:08:20,0
2.59,67.14,23.29,71.36,DoorCLOSED,PowerON,111.38,CompressorON,0.16,Wednesday 15.01.2025 -- 00:08:25,0
3.01,62.46,18.96,81.76,DoorCLOSED,PowerON,132.2,CompressorON,0.16,Wednesday 15.01.2025 -- 00:08:30,0
3.91,67.45,22.36,79.82,DoorCLOSED,PowerON,93.99,CompressorON,0.23,Wednesday 15.01.2025 -- 00:08:35,0
4.05,62.22,30.42,65.08,DoorCLOSED,PowerON,53.55,CompressorOFF,0.31,Wednesday 15.01.2025 -- 00:08:40,0
2.13,61.96,21.67,89.86,DoorCLOSED,PowerON,116.84,CompressorON,0.33,Wednesday 15.01.2025 -- 00:08:45,0
6.99,72.23,30.25,55.26,DoorCLOSED,PowerON,57.57,CompressorOFF,0.42,Wednesday 15.01.2025 -- 00:08:50,0
5.28,70.05,26.96,88.92,DoorCLOSED,PowerON,32.19,CompressorOFF,0.17,Wednesday 15.01.2025 -- 00:08:55,0
6.12,52.86,19.0,50.73,DoorCLOSED,PowerON,43.54,CompressorOFF,0.44,Wednesday 15.01.2025 -- 00:09:00,0
5.43,49.55,18.01,78.15,DoorCLOSED,PowerON,34.71,CompressorOFF,0.17,Wednesday 15.01.2025 -- 00:09:05,0
3.3,56.23,27.48,55.8,DoorCLOSED,PowerON,31.57,CompressorOFF,0.23,Wednesday 15.01.2025 -- 00:09:10,0
5.12,51.94,25.35,82.01,DoorCLOSED,PowerON,56.51,CompressorOFF,0.32,Wednesday 15.01.2025 -- 00:09:15,0
9.86,78.06,34.54,91.02,DoorOPEN,PowerON,203.65,CompressorON,1.11,Wednesday 15.01.2025 -- 00:09:20,1
3.75,61.98,26.5,81.93,DoorCLOSED,PowerON,112.66,CompressorON,0.12,Wednesday 15.01.2025 -- 00:09:25,0
2.48,49.23,26.39,52.38,DoorCLOSED,PowerON,122.09,CompressorON,0.04,Wednesday 15.01.2025 -- 00:09:30,0
4.44,74.12,30.64,86.16,DoorCLOSED,PowerON,32.69,CompressorOFF,0.42,Wednesday 15.01.2025 -- 00:09:35,0
5.35,73.14,26.57,69.17,DoorCLOSED,PowerON,50.92,CompressorOFF,0.3,Wednesday 15.01.2025 -- 00:09:40,0
4.02,56.17,18.19,61.66,DoorCLOSED,PowerON,126.42,CompressorON,0.45,Wednesday 15.01.2025 -- 00:09:45,0
5.38,74.26,26.0,55.65,DoorCLOSED,PowerON,56.84,CompressorOFF,0.19,Wednesday 15.01.2025 -- 00:09:50,0
3.04,69.73,19.46,57.61,DoorCLOSED,PowerON,117.84,CompressorON,0.33,Wednesday 15.01.2025 -- 00:09:55,0
4.55,60.91,22.31,54.22,DoorCLOSED,PowerON,32.78,CompressorOFF,0.35,Wednesday 15.01.2025 -- 00:10:00,0
2.44,51.7,31.52,76.64,DoorCLOSED,PowerON,155.95,CompressorON,0.1,Wednesday 15.01.2025 -- 00:10:05,0
5.38,60.35,18.12,53.84,DoorCLOSED,PowerON,59.57,CompressorOFF,0.12,Wednesday 15.01.2025 -- 00:10:10,0
4.92,63.11,25.28,83.27,DoorCLOSED,PowerON,36.97,CompressorOFF,0.37,Wednesday 15.01.2025 -- 00:10:15,0
4.08,54.14,21.03,58.94,DoorCLOSED,PowerON,130.69,CompressorON,0.35,Wednesday 15.01.2025 -- 00:10:20,0
3.79,48.81,31.96,58.46,DoorCLOSED,PowerON,40.93,CompressorOFF,0.37,Wednesday 15.01.2025 -- 00:10:25,0
3.39,67.46,23.27,83.81,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.26,Wednesday 15.01.2025 -- 00:10:30,0
3.4,64.2,27.07,61.1,DoorCLOSED,PowerON,194.19,CompressorON,0.44,Wednesday 15.01.2025 -- 00:10:35,0
5.14,69.51,19.24,71.72,DoorCLOSED,PowerON,53.36,CompressorOFF,0.1,Wednesday 15.01.2025 -- 00:10:40,0
3.66,62.94,23.76,64.66,DoorCLOSED,PowerON,40.61,CompressorOFF,0.29,Wednesday 15.01.2025 -- 00:10:45,0
6.86,77.98,32.69,71.17,DoorOPEN,PowerON,187.75,CompressorON,0.95,Wednesday 15.01.2025 -- 00:10:50,1
4.94,51.3,19.87,52.28,DoorCLOSED,PowerON,40.34,CompressorOFF,0.08,Wednesday 15.01.2025 -- 00:10:55,0
4.23,56.62,19.91,83.08,DoorCLOSED,PowerON,42.95,CompressorOFF,0.29,Wednesday 15.01.2025 -- 00:11:00,0
3.62,52.91,23.02,63.19,DoorCLOSED,PowerON,125.85,CompressorON,0.06,Wednesday 15.01.2025 -- 00:11:05,0
2.5,60.69,24.02,73.63,DoorCLOSED,PowerON,116.69,CompressorON,0.36,Wednesday 15.01.2025 -- 00:11:10,0
3.51,53.39,25.59,60.26,DoorCLOSED,PowerON,54.89,CompressorOFF,0.31,Wednesday 15.01.2025 -- 00:11:15,0
5.28,74.45,31.12,89.75,DoorCLOSED,PowerON,51.15,CompressorOFF,0.32,Wednesday 15.01.2025 -- 00:11:20,0
2.53,52.88,24.81,52.72,DoorCLOSED,PowerON,126.18,CompressorON,0.31,Wednesday 15.01.2025 -- 00:11:25,0
3.59,63.04,29.29,86.93,DoorCLOSED,PowerON,143.17,CompressorON,0.37,Wednesday 15.01.2025 -- 00:11:30,0
4.2,61.08,28.57,57.18,DoorCLOSED,PowerON,27.42,CompressorOFF,0.23,Wednesday 15.01.2025 -- 00:11:35,0
3.34,72.61,20.88,77.76,DoorCLOSED,PowerON,31.72,CompressorOFF,0.24,Wednesday 15.01.2025 -- 00:11:40,0
1.85,60.52,26.03,50.07,DoorCLOSED,PowerON,106.76,CompressorON,0.07,Wednesday 15.01.2025 -- 00:11:45,0
3.56,72.7,29.42,62.69,DoorCLOSED,PowerON,105.33,CompressorON,0.09,Wednesday 15.01.2025 -- 00:11:50,0
7.95,81.02,34.03,67.47,DoorCLOSED,PowerON,218.99,CompressorON,1.32,Wednesday 15.01.2025 -- 00:11:55,1
4.92,74.35,21.47,89.49,DoorOPEN,PowerON,110.2,CompressorON,0.29,Wednesday 15.01.2025 -- 00:12:00,0
1.95,51.64,21.72,56.84,DoorCLOSED,PowerON,133.51,CompressorON,0.17,Wednesday 15.01.2025 -- 00:12:05,0
5.28,62.58,22.94,52.2,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.18,Wednesday 15.01.2025 -- 00:12:10,0
3.06,68.68,18.19,70.01,DoorCLOSED,PowerON,104.13,CompressorON,0.08,Wednesday 15.01.2025 -- 00:12:15,0
7.55,78.72,25.21,75.86,DoorOPEN,PowerON,126.1,CompressorON,0.18,Wednesday 15.01.2025 -- 00:12:20,0
3.88,47.14,25.24,84.6,DoorCLOSED,PowerON,28.35,CompressorOFF,0.16,Wednesday 15.01.2025 -- 00:12:25,0
4.16,55.54,30.07,78.68,DoorCLOSED,PowerON,25.83,CompressorOFF,0.37,Wednesday 15.01.2025 -- 00:12:30,0
3.68,57.53,25.66,84.84,DoorCLOSED,PowerON,20.49,CompressorOFF,0.39,Wednesday 15.01.2025 -- 00:12:35,0
7.23,78.22,29.72,84.53,DoorOPEN,PowerON,146.41,CompressorON,0.11,Wednesday 15.01.2025 -- 00:12:40,0
2.87,55.14,30.01,79.24,DoorCLOSED,PowerON,134.51,CompressorON,0.28,Wednesday 15.01.2025 -- 00:12:45,0
5.22,61.27,20.63,50.57,DoorCLOSED,PowerON,54.2,CompressorOFF,0.1,Wednesday 15.01.2025 -- 00:12:50,0
6.69,62.48,30.94,57.92,DoorOPEN,PowerON,127.74,CompressorON,0.98,Wednesday 15.01.2025 -- 00:12:55,0
3.6,67.26,26.85,80.19,DoorCLOSED,PowerON,211.1,CompressorON,0.09,Wednesday 15.01.2025 -- 00:13:00,0
4.29,62.78,18.76,74.93,DoorCLOSED,PowerON,51.92,CompressorOFF,0.34,Wednesday 15.01.2025 -- 00:13:05,0
7.21,61.16,21.98,88.53,DoorOPEN,PowerON,113.31,CompressorON,0.23,Wednesday 15.01.2025 -- 00:13:10,0
3.02,68.6,22.2,65.18,DoorCLOSED,PowerON,33.5,CompressorOFF,0.4,Wednesday 15.01.2025 -- 00:13:15,0
3.36,55.17,28.15,50.19,DoorCLOSED,PowerON,112.03,CompressorON,0.07,Wednesday 15.01.2025 -- 00:13:20,0
1.82,55.31,30.6,77.57,DoorCLOSED,PowerON,113.16,CompressorON,0.34,Wednesday 15.01.2025 -- 00:13:25,0
4.29,65.53,31.93,84.43,DoorCLOSED,PowerON,29.78,CompressorOFF,0.15,Wednesday 15.01.2025 -- 00:13:30,0
2.79,58.99,24.63,62.68,DoorCLOSED,PowerON,131.8,CompressorON,0.36,Wednesday 15.01.2025 -- 00:13:35,0
9.2,63.92,18.35,57.68,DoorCLOSED,PowerON,59.82,CompressorOFF,0.27,Wednesday 15.01.2025 -- 00:13:40,0
7.75,46.15,23.06,50.6,DoorCLOSED,PowerON,35.52,CompressorOFF,0.24,Wednesday 15.01.2025 -- 00:13:45,0
4.38,54.78,20.75,50.15,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.4,Wednesday 15.01.2025 -- 00:13:50,0
3.92,66.55,31.21,71.18,DoorCLOSED,PowerON,30.62,CompressorOFF,0.41,Wednesday 15.01.2025 -- 00:13:55,0
3.19,56.4,25.17,84.11,DoorCLOSED,PowerON,129.94,CompressorON,0.29,Wednesday 15.01.2025 -- 00:14:00,0
3.27,57.42,21.48,89.86,DoorCLOSED,PowerON,139.39,CompressorON,0.06,Wednesday 15.01.2025 -- 00:14:05,0
3.56,52.02,27.66,53.88,DoorCLOSED,PowerON,51.16,CompressorOFF,0.07,Wednesday 15.01.2025 -- 00:14:10,0
4.3,52.19,18.54,50.28,DoorCLOSED,PowerON,234.55,CompressorON,0.16,Wednesday 15.01.2025 -- 00:14:15,0
4.35,57.76,19.33,86.96,DoorCLOSED,PowerON,35.92,CompressorOFF,0.19,Wednesday 15.01.2025 -- 00:14:20,0
2.81,62.08,24.11,51.88,DoorCLOSED,PowerON,105.06,CompressorON,0.27,Wednesday 15.01.2025 -- 00:14:25,0
4.08,63.37,22.92,53.52,DoorCLOSED,PowerON,145.23,CompressorON,0.05,Wednesday 15.01.2025 -- 00:14:30,0
4.74,53.27,19.71,76.31,DoorCLOSED,PowerON,32.61,CompressorOFF,0.07,Wednesday 15.01.2025 -- 00:14:35,0
4.47,61.79,23.26,76.07,DoorCLOSED,PowerON,59.45,CompressorOFF,0.19,Wednesday 15.01.2025 -- 00:14:40,0
3.83,71.89,31.12,51.76,DoorCLOSED,PowerON,50.99,CompressorOFF,0.06,Wednesday 15.01.2025 -- 00:14:45,0
3.94,57.42,24.75,84.47,DoorCLOSED,PowerON,29.38,CompressorOFF,0.07,Wednesday 15.01.2025 -- 00:14:50,0
4.27,48.02,31.96,55.55,DoorCLOSED,PowerON,32.02,CompressorOFF,0.36,Wednesday 15.01.2025 -- 00:14:55,0
10.04,83.58,34.64,83.84,DoorOPEN,PowerON,232.89,CompressorON,1.39,Wednesday 15.01.2025 -- 00:15:00,1
3.92,55.17,30.91,69.7,DoorCLOSED,PowerON,138.07,CompressorON,0.17,Wednesday 15.01.2025 -- 00:15:05,0
3.3,74.72,27.36,89.9,DoorCLOSED,PowerON,110.76,CompressorON,0.04,Wednesday 15.01.2025 -- 00:15:10,0
3.09,50.31,31.31,55.2,DoorCLOSED,PowerON,42.75,CompressorOFF,0.27,Wednesday 15.01.2025 -- 00:15:15,0
3.98,56.41,26.48,72.58,DoorCLOSED,PowerON,127.76,CompressorON,0.59,Wednesday 15.01.2025 -- 00:15:20,0
10.4,76.34,31.58,67.51,DoorCLOSED,PowerON,231.3,CompressorOFF,1.12,Wednesday 15.01.2025 -- 00:15:25,1
5.79,72.87,30.6,67.07,DoorOPEN,PowerON,146.72,CompressorON,0.03,Wednesday 15.01.2025 -- 00:15:30,0
3.23,69.66,28.05,53.27,DoorCLOSED,PowerON,23.47,CompressorOFF,0.25,Wednesday 15.01.2025 -- 00:15:35,0
2.05,57.49,23.42,72.64,DoorCLOSED,PowerON,144.93,CompressorON,0.21,Wednesday 15.01.2025 -- 00:15:40,0
4.03,49.37,19.13,67.66,DoorCLOSED,PowerON,27.21,CompressorOFF,0.42,Wednesday 15.01.2025 -- 00:15:45,0
3.09,55.92,30.63,85.8,DoorCLOSED,PowerON,44.47,CompressorOFF,0.24,Wednesday 15.01.2025 -- 00:15:50,0
3.22,73.74,31.33,79.57,DoorCLOSED,PowerON,40.9,CompressorOFF,0.31,Wednesday 15.01.2025 -- 00:15:55,0
10.66,87.56,26.63,92.55,DoorOPEN,PowerON,188.47,CompressorON,1.13,Wednesday 15.01.2025 -- 00:16:00,1
2.04,61.28,21.23,68.42,DoorCLOSED,PowerON,151.42,CompressorON,0.4,Wednesday 15.01.2025 -- 00:16:05,0
3.5,61.63,23.28,88.82,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.36,Wednesday 15.01.2025 -- 00:16:10,0
5.37,85.01,22.69,57.42,DoorOPEN,PowerON,110.6,CompressorON,0.32,Wednesday 15.01.2025 -- 00:16:15,0
4.19,58.35,27.9,61.67,DoorCLOSED,PowerON,157.62,CompressorON,0.05,Wednesday 15.01.2025 -- 00:16:20,0
4.36,73.93,24.95,69.9,DoorCLOSED,PowerON,43.57,CompressorOFF,0.33,Wednesday 15.01.2025 -- 00:16:25,0
4.06,62.35,21.81,72.52,DoorOPEN,PowerON,122.75,CompressorON,0.44,Wednesday 15.01.2025 -- 00:16:30,0
4.3,70.32,24.87,69.48,DoorCLOSED,PowerON,40.85,CompressorOFF,0.2,Wednesday 15.01.2025 -- 00:16:35,0
3.24,74.05,25.58,89.98,DoorCLOSED,PowerON,49.74,CompressorOFF,0.22,Wednesday 15.01.2025 -- 00:16:40,0
