inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
5.42,50.48,27.15,86.24,DoorCLOSED,PowerON,43.5,CompressorOFF,0.44,Tuesday 14.01.2025 -- 00:01:30,0
7.81,88.92,31.09,76.07,DoorCLOSED,PowerON,208.9,CompressorOFF,1.54,Tuesday 14.01.2025 -- 00:01:35,1
3.5,47.51,26.59,65.1,DoorCLOSED,PowerON,99.67,CompressorON,0.02,Tuesday 14.01.2025 -- 00:01:40,0
4.19,58.51,18.09,86.71,DoorCLOSED,PowerON,24.81,CompressorOFF,0.16,Tuesday 14.01.2025 -- 00:01:45,0
3.07,54.48,28.62,86.36,DoorCLOSED,PowerON,108.57,CompressorON,0.39,Tuesday 14.01.2025 -- 00:01:50,0
2.4,59.67,24.89,51.56,DoorCLOSED,PowerON,129.59,CompressorON,0.39,Tuesday 14.01.2025 -- 00:01:55,0
3.62,57.6,27.41,71.58,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.41,Tuesday 14.01.2025 -- 00:02:00,0
3.45,74.48,30.58,85.98,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.19,Tuesday 14.01.2025 -- 00:02:05,0
1.94,46.91,31.68,63.36,DoorCLOSED,PowerON,153.84,CompressorON,0.12,Tuesday 14.01.2025 -- 00:02:10,0
7.91,65.82,26.95,60.54,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.06,Tuesday 14.01.2025 -- 00:02:15,0
7.31,88.22,25.04,90.19,DoorCLOSED,PowerON,211.5,CompressorOFF,0.9,Tuesday 14.01.2025 -- 00:02:20,1
8.61,89.01,34.62,68.24,DoorOPEN,PowerON,189.39,CompressorON,1.49,Tuesday 14.01.2025 -- 00:02:25,1
3.32,68.03,24.21,70.93,DoorCLOSED,PowerON,22.04,CompressorOFF,0.23,Tuesday 14.01.2025 -- 00:02:30,0
3.16,59.64,22.74,56.22,DoorCLOSED,PowerON,108.26,CompressorON,0.34,Tuesday 14.01.2025 -- 00:02:35,0
5.4,60.61,28.4,64.47,DoorCLOSED,PowerON,35.7,CompressorOFF,0.07,Tuesday 14.01.2025 -- 00:02:40,0
1.92,68.19,29.15,64.3,DoorCLOSED,PowerON,151.74,CompressorON,0.43,Tuesday 14.01.2025 -- 00:02:45,0
7.96,90.72,27.75,93.67,DoorCLOSED,PowerON,202.82,CompressorON,1.22,Tuesday 14.01.2025 -- 00:02:50,1
3.07,55.16,25.53,74.73,DoorCLOSED,PowerON,42.23,CompressorOFF,0.06,Tuesday 14.01.2025 -- 00:02:55,0
4.17,63.78,26.55,69.06,DoorCLOSED,PowerON,156.41,CompressorON,0.22,Tuesday 14.01.2025 -- 00:03:00,0
5.04,85.41,31.11,55.72,DoorOPEN,PowerON,129.08,CompressorON,0.05,Tuesday 14.01.2025 -- 00:03:05,0
2.57,59.99,20.66,59.78,DoorCLOSED,PowerON,123.18,CompressorON,0.26,Tuesday 14.01.2025 -- 00:03:10,0
3.86,72.19,21.78,57.48,DoorCLOSED,PowerON,150.37,CompressorON,0.06,Tuesday 14.01.2025 -- 00:03:15,0
3.12,59.0,18.64,82.22,DoorCLOSED,PowerON,138.37,CompressorON,0.12,Tuesday 14.01.2025 -- 00:03:20,0
5.22,74.53,21.83,86.81,DoorCLOSED,PowerON,25.88,CompressorOFF,0.43,Tuesday 14.01.2025 -- 00:03:25,0
3.43,57.28,31.39,53.35,DoorCLOSED,PowerON,105.81,CompressorON,0.1,Tuesday 14.01.2025 -- 00:03:30,0
5.93,73.17,20.98,83.14,DoorOPEN,PowerON,202.92,CompressorON,0.24,Tuesday 14.01.2025 -- 00:03:35,0
5.36,64.04,21.07,82.45,DoorCLOSED,PowerON,37.76,CompressorOFF,0.22,Tuesday 14.01.2025 -- 00:03:40,0
7.52,69.9,24.36,82.29,DoorOPEN,PowerON,107.51,CompressorON,0.33,Tuesday 14.01.2025 -- 00:03:45,0
2.36,67.04,23.32,84.18,DoorCLOSED,PowerON,108.77,CompressorON,0.26,Tuesday 14.01.2025 -- 00:03:50,0
3.96,60.74,23.06,82.99,DoorCLOSED,PowerON,100.48,CompressorON,0.06,Tuesday 14.01.2025 -- 00:03:55,0
6.85,87.4,24.96,75.35,DoorOPEN,PowerON,111.17,CompressorON,0.04,Tuesday 14.01.2025 -- 00:04:00,0
7.76,64.3,25.84,82.7,DoorOPEN,PowerON,126.97,CompressorON,0.38,Tuesday 14.01.2025 -- 00:04:05,0
10.59,72.06,22.27,84.75,DoorOPEN,PowerON,231.79,CompressorON,0.29,Tuesday 14.01.2025 -- 00:04:10,0
3.36,74.5,30.33,88.8,DoorCLOSED,PowerON,125.36,CompressorON,0.24,Tuesday 14.01.2025 -- 00:04:15,0
6.32,85.52,30.71,88.1,DoorOPEN,PowerON,138.44,CompressorON,0.03,Tuesday 14.01.2025 -- 00:04:20,0
9.61,77.86,26.31,93.49,DoorCLOSED,PowerON,226.13,CompressorOFF,0.98,Tuesday 14.01.2025 -- 00:04:25,1
4.17,54.47,21.28,55.98,DoorCLOSED,PowerON,114.99,CompressorON,1.24,Tuesday 14.01.2025 -- 00:04:30,0
3.99,46.29,28.8,58.33,DoorCLOSED,PowerON,94.6,CompressorON,0.1,Tuesday 14.01.2025 -- 00:04:35,0
2.75,63.37,28.94,89.36,DoorCLOSED,PowerON,115.24,CompressorON,0.17,Tuesday 14.01.2025 -- 00:04:40,0
4.68,51.74,19.14,51.43,DoorCLOSED,PowerON,30.13,CompressorOFF,0.32,Tuesday 14.01.2025 -- 00:04:45,0
3.89,52.2,31.07,76.66,DoorCLOSED,PowerON,24.07,CompressorOFF,0.2,Tuesday 14.01.2025 -- 00:04:50,0
2.37,73.03,26.21,64.21,DoorCLOSED,PowerON,134.94,CompressorON,0.23,Tuesday 14.01.2025 -- 00:04:55,0
7.66,86.56,29.48,63.8,DoorOPEN,PowerON,148.26,CompressorON,0.52,Tuesday 14.01.2025 -- 00:05:00,0
7.72,78.81,32.32,74.0,DoorCLOSED,PowerON,202.05,CompressorON,1.05,Tuesday 14.01.2025 -- 00:05:05,1
6.66,84.04,33.31,73.23,DoorCLOSED,PowerON,243.51,CompressorON,1.5,Tuesday 14.01.2025 -- 00:05:10,1
6.69,78.52,30.48,81.08,DoorCLOSED,PowerON,201.69,CompressorOFF,1.53,Tuesday 14.01.2025 -- 00:05:15,1
3.26,56.69,28.59,54.98,DoorCLOSED,PowerON,56.43,CompressorOFF,0.4,Tuesday 14.01.2025 -- 00:05:20,0
3.24,68.87,25.9,73.54,DoorCLOSED,PowerON,21.81,CompressorOFF,0.06,Tuesday 14.01.2025 -- 00:05:25,0
1.95,72.95,21.43,84.97,DoorCLOSED,PowerON,235.52,CompressorON,0.27,Tuesday 14.01.2025 -- 00:05:30,0
3.75,72.59,28.03,88.61,DoorCLOSED,PowerON,114.8,CompressorON,0.44,Tuesday 14.01.2025 -- 00:05:35,0
1.95,55.05,24.54,85.7,DoorCLOSED,PowerON,156.78,CompressorON,0.04,Tuesday 14.01.2025 -- 00:05:40,0
2.96,68.62,29.45,70.06,DoorCLOSED,PowerON,156.75,CompressorON,0.03,Tuesday 14.01.2025 -- 00:05:45,0
3.04,54.88,20.13,66.03,DoorCLOSED,PowerON,51.48,CompressorOFF,0.22,Tuesday 14.01.2025 -- 00:05:50,0
2.85,62.21,20.36,55.92,DoorCLOSED,PowerON,117.03,CompressorON,0.35,Tuesday 14.01.2025 -- 00:05:55,0
2.29,72.41,25.71,69.92,DoorCLOSED,PowerON,132.81,CompressorON,0.17,Tuesday 14.01.2025 -- 00:06:00,0
6.88,91.72,29.07,71.74,DoorCLOSED,PowerON,193.86,CompressorOFF,1.07,Tuesday 14.01.2025 -- 00:06:05,1
4.88,67.41,28.79,85.35,DoorCLOSED,PowerON,46.15,CompressorOFF,0.18,Tuesday 14.01.2025 -- 00:06:10,0
3.37,64.16,29.99,82.07,DoorCLOSED,PowerON,58.36,CompressorOFF,0.25,Tuesday 14.01.2025 -- 00:06:15,0
2.4,73.25,23.08,55.12,DoorCLOSED,PowerON,118.01,CompressorON,0.06,Tuesday 14.01.2025 -- 00:06:20,0
4.87,45.87,31.22,50.63,DoorCLOSED,PowerON,52.39,CompressorOFF,0.33,Tuesday 14.01.2025 -- 00:06:25,0
6.75,87.05,25.6,77.76,DoorOPEN,PowerON,91.65,CompressorON,0.24,Tuesday 14.01.2025 -- 00:06:30,0
5.44,45.46,28.89,76.79,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.2,Tuesday 14.01.2025 -- 00:06:35,0
3.41,67.68,30.7,80.61,DoorCLOSED,PowerON,93.71,CompressorON,0.24,Tuesday 14.01.2025 -- 00:06:40,0
4.95,50.27,27.32,66.76,DoorCLOSED,PowerON,52.7,CompressorOFF,0.18,Tuesday 14.01.2025 -- 00:06:45,0
2.02,71.03,26.31,68.67,DoorCLOSED,PowerON,110.62,CompressorON,0.22,Tuesday 14.01.2025 -- 00:06:50,0
4.04,51.8,29.9,60.83,DoorCLOSED,PowerON,159.93,CompressorON,0.22,Tuesday 14.01.2025 -- 00:06:55,0
1.95,50.17,27.69,85.18,DoorCLOSED,PowerON,110.47,CompressorON,0.08,Tuesday 14.01.2025 -- 00:07:00,0
3.73,68.24,25.19,69.39,DoorCLOSED,PowerON,115.54,CompressorON,1.2,Tuesday 14.01.2025 -- 00:07:05,0
3.55,60.27,19.69,61.38,DoorCLOSED,PowerON,40.07,CompressorOFF,0.19,Tuesday 14.01.2025 -- 00:07:10,0
3.17,50.36,22.79,80.74,DoorCLOSED,PowerON,53.16,CompressorOFF,0.08,Tuesday 14.01.2025 -- 00:07:15,0
5.17,50.73,28.16,63.37,DoorCLOSED,PowerON,155.72,CompressorON,0.02,Tuesday 14.01.2025 -- 00:07:20,0
3.68,64.49,21.06,74.89,DoorCLOSED,PowerON,40.4,CompressorOFF,0.19,Tuesday 14.01.2025 -- 00:07:25,0
2.54,64.59,27.16,72.74,DoorCLOSED,PowerON,93.56,CompressorON,0.44,Tuesday 14.01.2025 -- 00:07:30,0
1.87,63.27,22.84,76.42,DoorCLOSED,PowerON,98.68,CompressorON,0.27,Tuesday 14.01.2025 -- 00:07:35,0
4.65,57.95,20.69,56.66,DoorCLOSED,PowerON,51.38,CompressorOFF,0.23,Tuesday 14.01.2025 -- 00:07:40,0
7.37,47.48,27.37,85.62,DoorCLOSED,PowerON,23.02,CompressorOFF,0.11,Tuesday 14.01.2025 -- 00:07:45,0
3.21,69.49,25.07,89.15,DoorCLOSED,PowerON,99.66,CompressorON,0.1,Tuesday 14.01.2025 -- 00:07:50,0
4.28,70.3,19.91,59.99,DoorCLOSED,PowerON,31.32,CompressorOFF,0.11,Tuesday 14.01.2025 -- 00:07:55,0
3.35,47.12,27.38,61.28,DoorCLOSED,PowerON,120.08,CompressorON,0.37,Tuesday 14.01.2025 -- 00:08:00,0
2.74,61.48,23.28,64.93,DoorCLOSED,PowerON,150.07,CompressorON,0.38,Tuesday 14.01.2025 -- 00:08:05,0
5.21,55.9,21.51,82.55,DoorCLOSED,PowerON,29.24,CompressorOFF,0.14,Tuesday 14.01.2025 -- 00:08:10,0
4.85,67.37,24.34,85.38,DoorCLOSED,PowerON,44.19,CompressorOFF,0.08,Tuesday 14.01.2025 -- 00:08:15,0
3.97,63.28,29.19,73.14,DoorCLOSED,PowerON,104.38,CompressorON,0.42,Tuesday 14.01.2025 -- 00:08:20,0
3.48,65.11,31.39,83.71,DoorCLOSED,PowerON,156.21,CompressorON,0.29,Tuesday 14.01.2025 -- 00:08:25,0
1.97,50.02,23.9,84.93,DoorCLOSED,PowerON,103.22,CompressorON,0.29,Tuesday 14.01.2025 -- 00:08:30,0
3.79,46.95,25.95,74.05,DoorCLOSED,PowerON,57.3,CompressorOFF,0.43,Tuesday 14.01.2025 -- 00:08:35,0
7.92,69.66,24.42,50.83,DoorOPEN,PowerON,119.63,CompressorON,0.09,Tuesday 14.01.2025 -- 00:08:40,0
4.13,70.76,27.42,78.46,DoorCLOSED,PowerON,141.3,CompressorON,0.38,Tuesday 14.01.2025 -- 00:08:45,0
5.36,52.93,27.07,60.67,DoorCLOSED,PowerON,150.41,CompressorON,1.28,Tuesday 14.01.2025 -- 00:08:50,0
10.85,85.0,34.63,92.78,DoorCLOSED,PowerON,211.01,CompressorON,0.85,Tuesday 14.01.2025 -- 00:08:55,1
3.55,45.46,29.04,84.77,DoorCLOSED,PowerON,136.82,CompressorON,0.36,Tuesday 14.01.2025 -- 00:09:00,0
2.64,70.6,20.5,68.7,DoorCLOSED,PowerON,93.53,CompressorON,0.08,Tuesday 14.01.2025 -- 00:09:05,0
6.25,68.38,28.54,78.54,DoorCLOSED,PowerON,49.01,CompressorOFF,0.34,Tuesday 14.01.2025 -- 00:09:10,0
3.4,66.9,29.53,66.12,DoorCLOSED,PowerON,40.1,CompressorOFF,0.11,Tuesday 14.01.2025 -- 00:09:15,0
4.78,48.38,26.55,70.91,DoorCLOSED,PowerON,47.04,CompressorOFF,0.21,Tuesday 14.01.2025 -- 00:09:20,0
5.13,62.21,22.21,67.4,DoorCLOSED,PowerON,155.1,CompressorON,0.06,Tuesday 14.01.2025 -- 00:09:25,0
1.94,61.07,25.92,85.42,DoorCLOSED,PowerON,239.44,CompressorON,0.99,Tuesday 14.01.2025 -- 00:09:30,0
10.29,76.49,25.79,85.37,DoorCLOSED,PowerON,193.54,CompressorON,1.41,Tuesday 14.01.2025 -- 00:09:35,1
5.11,53.64,23.38,72.84,DoorCLOSED,PowerON,20.66,CompressorOFF,0.13,Tuesday 14.01.2025 -- 00:09:40,0
3.42,71.61,19.01,69.99,DoorCLOSED,PowerON,119.08,CompressorON,0.32,Tuesday 14.01.2025 -- 00:09:45,0
3.21,67.31,29.27,50.94,DoorCLOSED,PowerON,124.75,CompressorON,0.27,Tuesday 14.01.2025 -- 00:09:50,0
3.23,52.29,30.02,85.03,DoorCLOSED,PowerON,30.97,CompressorOFF,0.4,Tuesday 14.01.2025 -- 00:09:55,0
3.82,59.36,19.24,80.69,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.06,Tuesday 14.01.2025 -- 00:10:00,0
4.16,48.84,20.83,53.13,DoorCLOSED,PowerON,47.39,CompressorOFF,0.14,Tuesday 14.01.2025 -- 00:10:05,0
4.91,75.89,29.41,71.47,DoorOPEN,PowerON,200.37,CompressorON,0.15,Tuesday 14.01.2025 -- 00:10:10,0
2.5,59.37,18.56,80.62,DoorCLOSED,PowerON,100.8,CompressorON,0.68,Tuesday 14.01.2025 -- 00:10:15,0
5.49,70.57,23.63,58.71,DoorOPEN,PowerON,127.54,CompressorON,0.13,Tuesday 14.01.2025 -- 00:10:20,0
4.0,48.61,29.41,54.22,DoorCLOSED,PowerON,126.52,CompressorON,0.33,Tuesday 14.01.2025 -- 00:10:25,0
5.41,66.58,26.24,69.49,DoorOPEN,PowerON,121.14,CompressorON,0.17,Tuesday 14.01.2025 -- 00:10:30,0
4.46,69.4,19.86,53.92,DoorCLOSED,PowerON,34.11,CompressorOFF,0.22,Tuesday 14.01.2025 -- 00:10:35,0
3.71,74.89,31.66,80.22,DoorCLOSED,PowerON,128.34,CompressorON,0.39,Tuesday 14.01.2025 -- 00:10:40,0
4.1,75.02,19.09,54.33,DoorOPEN,PowerON,124.42,CompressorON,0.26,Tuesday 14.01.2025 -- 00:10:45,0
2.92,74.1,30.44,63.75,DoorCLOSED,PowerON,128.06,CompressorON,0.15,Tuesday 14.01.2025 -- 00:10:50,0
7.14,65.93,28.02,83.87,DoorCLOSED,PowerON,56.39,CompressorOFF,0.14,Tuesday 14.01.2025 -- 00:10:55,0
5.13,45.03,20.89,80.0,DoorCLOSED,PowerON,54.41,CompressorOFF,0.29,Tuesday 14.01.2025 -- 00:11:00,0
3.15,66.77,20.55,61.19,DoorCLOSED,PowerON,90.81,CompressorON,0.03,Tuesday 14.01.2025 -- 00:11:05,0
3.82,49.13,21.33,80.41,DoorCLOSED,PowerON,49.36,CompressorOFF,0.15,Tuesday 14.01.2025 -- 00:11:10,0
3.08,48.12,24.41,65.36,DoorCLOSED,PowerON,156.72,CompressorON,0.09,Tuesday 14.01.2025 -- 00:11:15,0
6.98,79.51,30.26,83.51,DoorOPEN,PowerON,244.17,CompressorON,1.29,Tuesday 14.01.2025 -- 00:11:20,1
8.9,89.29,29.09,74.32,DoorOPEN,PowerON,203.6,CompressorON,0.96,Tuesday 14.01.2025 -- 00:11:25,1
3.88,65.17,21.49,63.9,DoorCLOSED,PowerON,97.91,CompressorON,0.39,Tuesday 14.01.2025 -- 00:11:30,0
3.18,68.65,18.49,80.17,DoorCLOSED,PowerON,27.59,CompressorOFF,0.21,Tuesday 14.01.2025 -- 00:11:35,0
8.8,85.93,31.4,60.33,DoorCLOSED,PowerON,226.05,CompressorOFF,1.37,Tuesday 14.01.2025 -- 00:11:40,1
2.86,59.69,24.67,82.2,DoorCLOSED,PowerON,111.19,CompressorON,0.23,Tuesday 14.01.2025 -- 00:11:45,0
3.99,53.01,21.72,57.15,DoorCLOSED,PowerON,104.45,CompressorON,0.32,Tuesday 14.01.2025 -- 00:11:50,0
4.55,62.37,18.13,83.83,DoorCLOSED,PowerON,34.87,CompressorOFF,0.23,Tuesday 14.01.2025 -- 00:11:55,0
4.3,55.6,28.55,82.32,DoorCLOSED,PowerON,31.88,CompressorOFF,0.43,Tuesday 14.01.2025 -- 00:12:00,0
3.83,76.22,23.53,75.98,DoorOPEN,PowerON,95.41,CompressorON,0.36,Tuesday 14.01.2025 -- 00:12:05,0
3.55,69.63,24.89,53.66,DoorCLOSED,PowerON,102.4,CompressorON,0.39,Tuesday 14.01.2025 -- 00:12:10,0
3.81,45.58,27.66,80.99,DoorCLOSED,PowerON,158.75,CompressorON,0.02,Tuesday 14.01.2025 -- 00:12:15,0
5.66,82.09,20.54,76.71,DoorOPEN,PowerON,152.83,CompressorON,0.25,Tuesday 14.01.2025 -- 00:12:20,0
4.03,59.63,30.08,77.08,DoorCLOSED,PowerON,125.15,CompressorON,0.03,Tuesday 14.01.2025 -- 00:12:25,0
11.72,75.98,30.94,85.81,DoorCLOSED,PowerON,196.17,CompressorON,1.28,Tuesday 14.01.2025 -- 00:12:30,1
3.43,54.86,30.13,77.99,DoorCLOSED,PowerON,58.6,CompressorOFF,0.37,Tuesday 14.01.2025 -- 00:12:35,0
3.44,60.32,19.45,88.45,DoorCLOSED,PowerON,46.29,CompressorOFF,0.42,Tuesday 14.01.2025 -- 00:12:40,0
4.96,72.18,25.6,86.72,DoorCLOSED,PowerON,33.24,CompressorOFF,0.35,Tuesday 14.01.2025 -- 00:12:45,0
6.62,58.6,21.86,86.61,DoorCLOSED,PowerON,93.04,CompressorON,0.28,Tuesday 14.01.2025 -- 00:12:50,0
2.8,56.26,22.35,67.29,DoorCLOSED,PowerON,143.66,CompressorON,0.44,Tuesday 14.01.2025 -- 00:12:55,0
1.85,67.08,18.39,69.13,DoorCLOSED,PowerON,130.12,CompressorON,0.2,Tuesday 14.01.2025 -- 00:13:00,0
10.08,79.94,26.59,80.01,DoorCLOSED,PowerON,199.75,CompressorOFF,1.36,Tuesday 14.01.2025 -- 00:13:05,1
3.86,64.93,27.88,65.7,DoorCLOSED,PowerON,29.97,CompressorOFF,0.33,Tuesday 14.01.2025 -- 00:13:10,0
3.22,68.42,23.85,62.14,DoorCLOSED,PowerON,93.24,CompressorON,0.11,Tuesday 14.01.2025 -- 00:13:15,0
2.34,51.89,30.47,87.93,DoorCLOSED,PowerON,132.6,CompressorON,0.29,Tuesday 14.01.2025 -- 00:13:20,0
4.33,51.29,24.56,64.08,DoorCLOSED,PowerON,23.75,CompressorOFF,0.34,Tuesday 14.01.2025 -- 00:13:25,0
3.49,56.2,25.39,76.55,DoorCLOSED,PowerON,113.69,CompressorON,0.35,Tuesday 14.01.2025 -- 00:13:30,0
3.83,66.55,28.1,65.22,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.26,Tuesday 14.01.2025 -- 00:13:35,0
7.69,75.44,23.94,61.23,DoorOPEN,PowerON,116.52,CompressorON,0.4,Tuesday 14.01.2025 -- 00:13:40,0
2.27,46.3,28.94,64.7,DoorCLOSED,PowerON,119.47,CompressorON,0.17,Tuesday 14.01.2025 -- 00:13:45,0
3.02,69.04,20.68,63.25,DoorCLOSED,PowerON,27.68,CompressorOFF,0.19,Tuesday 14.01.2025 -- 00:13:50,0
3.31,59.43,30.03,78.76,DoorCLOSED,PowerON,144.31,CompressorON,0.19,Tuesday 14.01.2025 -- 00:13:55,0
8.16,79.99,28.38,83.81,DoorCLOSED,PowerON,213.98,CompressorON,1.21,Tuesday 14.01.2025 -- 00:14:00,1
3.16,59.09,24.63,69.85,DoorCLOSED,PowerON,106.82,CompressorON,0.41,Tuesday 14.01.2025 -- 00:14:05,0
5.29,62.99,18.81,82.08,DoorCLOSED,PowerON,31.33,CompressorOFF,0.05,Tuesday 14.01.2025 -- 00:14:10,0
4.7,69.32,23.02,56.74,DoorOPEN,PowerON,149.11,CompressorON,0.43,Tuesday 14.01.2025 -- 00:14:15,0
7.48,91.25,26.35,86.21,DoorCLOSED,PowerON,205.11,CompressorON,1.2,Tuesday 14.01.2025 -- 00:14:20,1
3.34,49.94,25.84,62.81,DoorCLOSED,PowerON,101.73,CompressorON,0.41,Tuesday 14.01.2025 -- 00:14:25,0
3.82,66.31,20.06,63.25,DoorOPEN,PowerON,151.39,CompressorON,0.3,Tuesday 14.01.2025 -- 00:14:30,0
3.22,62.81,28.94,72.69,DoorCLOSED,PowerON,102.13,CompressorON,0.7,Tuesday 14.01.2025 -- 00:14:35,0
6.74,74.02,31.8,75.65,DoorCLOSED,PowerON,158.48,CompressorON,0.4,Tuesday 14.01.2025 -- 00:14:40,0
4.06,54.72,21.98,55.07,DoorCLOSED,PowerON,130.46,CompressorON,0.45,Tuesday 14.01.2025 -- 00:14:45,0
4.06,57.69,27.89,74.88,DoorCLOSED,PowerON,138.23,CompressorON,0.27,Tuesday 14.01.2025 -- 00:14:50,0
2.92,67.28,19.52,61.88,DoorCLOSED,PowerON,140.47,CompressorON,0.21,Tuesday 14.01.2025 -- 00:14:55,0
9.65,75.12,26.33,68.88,DoorOPEN,PowerOFF,190.92,CompressorOFF,1.59,Tuesday 14.01.2025 -- 00:15:00,1
7.68,82.01,32.14,77.97,DoorCLOSED,PowerON,236.2,CompressorON,0.92,Tuesday 14.01.2025 -- 00:15:05,1
4.49,65.39,19.03,85.51,DoorOPEN,PowerON,106.92,CompressorON,0.79,Tuesday 14.01.2025 -- 00:15:10,0
6.43,80.28,30.36,52.07,DoorOPEN,PowerON,137.0,CompressorON,0.08,Tuesday 14.01.2025 -- 00:15:15,0
4.13,53.9,24.54,72.75,DoorCLOSED,PowerON,31.45,CompressorOFF,0.41,Tuesday 14.01.2025 -- 00:15:20,0
2.67,51.42,27.97,52.48,DoorCLOSED,PowerON,158.89,CompressorON,0.23,Tuesday 14.01.2025 -- 00:15:25,0
10.98,61.2,26.56,59.95,DoorOPEN,PowerON,152.83,CompressorON,0.06,Tuesday 14.01.2025 -- 00:15:30,0
1.9,71.11,26.59,59.89,DoorCLOSED,PowerON,145.24,CompressorON,0.37,Tuesday 14.01.2025 -- 00:15:35,0
3.85,47.01,20.36,66.71,DoorCLOSED,PowerON,122.75,CompressorON,0.08,Tuesday 14.01.2025 -- 00:15:40,0
3.29,47.93,22.54,86.12,DoorCLOSED,PowerON,99.73,CompressorON,0.29,Tuesday 14.01.2025 -- 00:15:45,0
3.54,74.49,20.39,88.68,DoorCLOSED,PowerON,126.01,CompressorON,0.35,Tuesday 14.01.2025 -- 00:15:50,0
3.56,52.48,27.75,74.57,DoorCLOSED,PowerON,51.15,CompressorOFF,0.24,Tuesday 14.01.2025 -- 00:15:55,0
3.13,55.47,21.04,68.78,DoorCLOSED,PowerON,55.05,CompressorOFF,0.21,Tuesday 14.01.2025 -- 00:16:00,0
3.62,53.92,24.64,59.64,DoorCLOSED,PowerON,48.66,CompressorOFF,0.34,Tuesday 14.01.2025 -- 00:16:05,0
3.17,56.84,26.56,52.91,DoorCLOSED,PowerON,145.59,CompressorON,0.44,Tuesday 14.01.2025 -- 00:16:10,0
3.99,48.1,26.42,51.52,DoorCLOSED,PowerON,147.38,CompressorON,0.33,Tuesday 14.01.2025 -- 00:16:15,0
6.15,86.1,31.25,82.59,DoorOPEN,PowerOFF,0.0,CompressorOFF,0.04,Tuesday 14.01.2025 -- 00:16:20,0
3.0,64.19,24.87,63.43,DoorCLOSED,PowerON,96.01,CompressorON,0.25,Tuesday 14.01.2025 -- 00:16:25,0
3.04,45.6,29.73,89.8,DoorCLOSED,PowerON,134.03,CompressorON,0.38,Tuesday 14.01.2025 -- 00:16:30,0
3.5,48.94,20.22,82.17,DoorCLOSED,PowerON,21.6,CompressorOFF,0.3,Tuesday 14.01.2025 -- 00:16:35,0
2.37,53.39,29.99,68.28,DoorCLOSED,PowerON,103.51,CompressorON,0.12,Tuesday 14.01.2025 -- 00:16:40,0
