inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
3.54,80.31,30.86,85.17,DoorOPEN,PowerON,120.52,CompressorON,0.03,Friday 10.01.2025 -- 00:01:35,0
4.26,60.45,21.52,71.02,DoorCLOSED,PowerON,138.24,CompressorON,0.35,Friday 10.01.2025 -- 00:01:40,0
3.84,58.56,26.66,84.8,DoorCLOSED,PowerON,56.55,CompressorOFF,0.07,Friday 10.01.2025 -- 00:01:45,0
2.91,59.81,23.77,67.28,DoorCLOSED,PowerON,118.05,CompressorON,0.3,Friday 10.01.2025 -- 00:01:50,0
2.84,60.63,31.33,68.75,DoorCLOSED,PowerON,131.32,CompressorON,0.37,Friday 10.01.2025 -- 00:01:55,0
4.11,53.95,21.14,89.75,DoorCLOSED,PowerON,216.83,CompressorON,0.36,Friday 10.01.2025 -- 00:02:00,0
3.32,46.11,28.33,74.55,DoorCLOSED,PowerON,144.29,CompressorON,1.16,Friday 10.01.2025 -- 00:02:05,0
9.32,79.42,26.15,93.93,DoorCLOSED,PowerON,252.88,CompressorOFF,1.27,Friday 10.01.2025 -- 00:02:10,1
5.35,62.41,27.47,72.87,DoorOPEN,PowerON,174.59,CompressorON,0.09,Friday 10.01.2025 -- 00:02:15,0
10.66,89.16,34.28,91.93,DoorOPEN,PowerON,192.52,CompressorON,1.44,Friday 10.01.2025 -- 00:02:20,1
5.0,68.87,30.24,78.25,DoorCLOSED,PowerON,20.51,CompressorOFF,0.14,Friday 10.01.2025 -- 00:02:25,0
3.05,69.39,23.15,77.53,DoorCLOSED,PowerON,156.35,CompressorON,0.38,Friday 10.01.2025 -- 00:02:30,0
4.79,75.29,20.11,82.56,DoorOPEN,PowerOFF,0.0,CompressorOFF,0.36,Friday 10.01.2025 -- 00:02:35,0
3.95,78.06,22.44,87.74,DoorOPEN,PowerON,118.72,CompressorON,0.19,Friday 10.01.2025 -- 00:02:40,0
2.23,58.73,21.47,61.14,DoorCLOSED,PowerON,98.27,CompressorON,0.27,Friday 10.01.2025 -- 00:02:45,0
3.05,61.71,20.68,60.78,DoorCLOSED,PowerON,201.94,CompressorON,0.2,Friday 10.01.2025 -- 00:02:50,0
5.11,65.71,24.25,78.51,DoorCLOSED,PowerON,24.97,CompressorOFF,0.23,Friday 10.01.2025 -- 00:02:55,0
3.36,60.24,25.9,64.46,DoorCLOSED,PowerON,210.57,CompressorON,0.29,Friday 10.01.2025 -- 00:03:00,0
1.87,70.62,26.15,53.69,DoorCLOSED,PowerON,119.55,CompressorON,0.08,Friday 10.01.2025 -- 00:03:05,0
2.16,57.3,18.47,59.17,DoorCLOSED,PowerON,96.7,CompressorON,0.72,Friday 10.01.2025 -- 00:03:10,0
5.92,84.91,31.51,54.99,DoorOPEN,PowerON,91.55,CompressorON,0.4,Friday 10.01.2025 -- 00:03:15,0
5.07,51.01,26.67,58.29,DoorCLOSED,PowerON,38.87,CompressorOFF,0.29,Friday 10.01.2025 -- 00:03:20,0
2.87,62.49,30.99,78.76,DoorCLOSED,PowerON,157.18,CompressorON,0.42,Friday 10.01.2025 -- 00:03:25,0
3.23,47.01,26.19,84.64,DoorCLOSED,PowerON,58.7,CompressorOFF,0.05,Friday 10.01.2025 -- 00:03:30,0
3.61,63.92,21.26,84.84,DoorCLOSED,PowerON,149.87,CompressorON,0.36,Friday 10.01.2025 -- 00:03:35,0
3.05,55.52,22.0,52.72,DoorCLOSED,PowerON,91.06,CompressorON,0.44,Friday 10.01.2025 -- 00:03:40,0
4.94,58.28,20.14,81.0,DoorCLOSED,PowerON,30.67,CompressorOFF,0.3,Friday 10.01.2025 -- 00:03:45,0
2.08,69.41,22.34,58.71,DoorCLOSED,PowerON,151.5,CompressorON,0.11,Friday 10.01.2025 -- 00:03:50,0
7.32,91.14,26.65,79.89,DoorOPEN,PowerON,222.58,CompressorON,1.16,Friday 10.01.2025 -- 00:03:55,1
4.69,65.29,25.39,58.46,DoorCLOSED,PowerON,53.76,CompressorOFF,0.15,Friday 10.01.2025 -- 00:04:00,0
4.95,45.22,25.62,63.18,DoorCLOSED,PowerON,58.94,CompressorOFF,0.35,Friday 10.01.2025 -- 00:04:05,0
5.44,50.16,20.11,54.19,DoorCLOSED,PowerON,38.9,CompressorOFF,0.13,Friday 10.01.2025 -- 00:04:10,0
5.3,74.23,24.3,89.1,DoorCLOSED,PowerON,46.11,CompressorOFF,0.28,Friday 10.01.2025 -- 00:04:15,0
3.96,56.52,23.36,64.59,DoorCLOSED,PowerON,124.66,CompressorON,1.17,Friday 10.01.2025 -- 00:04:20,0
4.36,74.86,22.46,64.07,DoorCLOSED,PowerON,25.36,CompressorOFF,0.45,Friday 10.01.2025 -- 00:04:25,0
3.28,65.81,26.79,89.99,DoorCLOSED,PowerON,55.23,CompressorOFF,0.33,Friday 10.01.2025 -- 00:04:30,0
6.77,76.52,31.41,75.27,DoorCLOSED,PowerON,226.01,CompressorON,1.41,Friday 10.01.2025 -- 00:04:35,1
4.96,54.11,31.78,52.48,DoorCLOSED,PowerON,24.69,CompressorOFF,0.29,Friday 10.01.2025 -- 00:04:40,0
4.31,49.7,19.44,73.58,DoorCLOSED,PowerON,26.13,CompressorOFF,0.21,Friday 10.01.2025 -- 00:04:45,0
2.86,72.71,31.89,56.08,DoorCLOSED,PowerON,90.94,CompressorON,0.19,Friday 10.01.2025 -- 00:04:50,0
6.69,82.85,31.58,54.82,DoorOPEN,PowerON,108.41,CompressorON,0.38,Friday 10.01.2025 -- 00:04:55,0
4.19,53.65,28.56,80.17,DoorCLOSED,PowerON,127.74,CompressorON,0.26,Friday 10.01.2025 -- 00:05:00,0
1.83,66.02,25.15,53.65,DoorCLOSED,PowerON,132.52,CompressorON,0.65,Friday 10.01.2025 -- 00:05:05,0
8.21,64.95,21.87,63.48,DoorCLOSED,PowerON,26.28,CompressorOFF,0.36,Friday 10.01.2025 -- 00:05:10,0
2.18,68.88,31.81,51.36,DoorCLOSED,PowerON,126.36,CompressorON,0.21,Friday 10.01.2025 -- 00:05:15,0
4.08,72.67,21.31,64.11,DoorCLOSED,PowerON,38.81,CompressorOFF,0.12,Friday 10.01.2025 -- 00:05:20,0
3.97,50.12,29.38,61.93,DoorCLOSED,PowerON,130.32,CompressorON,0.28,Friday 10.01.2025 -- 00:05:25,0
2.47,51.43,20.72,55.21,DoorCLOSED,PowerON,127.57,CompressorON,0.24,Friday 10.01.2025 -- 00:05:30,0
8.58,76.57,26.73,83.87,DoorCLOSED,PowerON,244.54,CompressorOFF,1.3,Friday 10.01.2025 -- 00:05:35,1
3.02,71.74,25.31,57.04,DoorCLOSED,PowerON,37.22,CompressorOFF,0.2,Friday 10.01.2025 -- 00:05:40,0
3.25,51.82,27.74,66.27,DoorCLOSED,PowerON,151.12,CompressorON,1.04,Friday 10.01.2025 -- 00:05:45,0
3.51,74.11,30.91,50.69,DoorCLOSED,PowerON,32.26,CompressorOFF,0.45,Friday 10.01.2025 -- 00:05:50,0
3.83,47.79,23.83,50.19,DoorCLOSED,PowerON,198.77,CompressorON,0.32,Friday 10.01.2025 -- 00:05:55,0
4.48,74.06,28.78,81.22,DoorCLOSED,PowerON,50.06,CompressorOFF,0.25,Friday 10.01.2025 -- 00:06:00,0
4.47,74.26,30.62,82.56,DoorOPEN,PowerON,90.49,CompressorON,0.17,Friday 10.01.2025 -- 00:06:05,0
4.06,63.14,30.99,80.63,DoorCLOSED,PowerON,45.33,CompressorOFF,0.23,Friday 10.01.2025 -- 00:06:10,0
3.2,53.28,21.14,84.72,DoorCLOSED,PowerON,53.46,CompressorOFF,0.34,Friday 10.01.2025 -- 00:06:15,0
3.39,48.47,24.43,53.75,DoorCLOSED,PowerON,99.11,CompressorON,0.02,Friday 10.01.2025 -- 00:06:20,0
2.1,52.08,27.15,77.41,DoorCLOSED,PowerON,135.64,CompressorON,0.36,Friday 10.01.2025 -- 00:06:25,0
4.37,71.64,20.16,60.81,DoorCLOSED,PowerON,50.86,CompressorOFF,0.37,Friday 10.01.2025 -- 00:06:30,0
3.98,45.37,31.64,79.72,DoorCLOSED,PowerON,41.93,CompressorOFF,0.26,Friday 10.01.2025 -- 00:06:35,0
7.88,87.22,33.21,67.29,DoorCLOSED,PowerON,254.33,CompressorOFF,1.05,Friday 10.01.2025 -- 00:06:40,1
8.48,81.09,32.48,80.22,DoorCLOSED,PowerON,243.22,CompressorON,1.29,Friday 10.01.2025 -- 00:06:45,1
5.4,48.58,23.57,70.19,DoorCLOSED,PowerON,50.1,CompressorOFF,0.32,Friday 10.01.2025 -- 00:06:50,0
6.42,74.13,19.69,76.57,DoorOPEN,PowerON,107.16,CompressorON,0.33,Friday 10.01.2025 -- 00:06:55,0
4.16,51.14,31.5,70.91,DoorCLOSED,PowerON,45.12,CompressorOFF,0.45,Friday 10.01.2025 -- 00:07:00,0
4.44,72.42,24.69,65.15,DoorCLOSED,PowerON,58.32,CompressorOFF,0.17,Friday 10.01.2025 -- 00:07:05,0
4.71,57.96,21.59,81.02,DoorCLOSED,PowerON,49.42,CompressorOFF,0.05,Friday 10.01.2025 -- 00:07:10,0
2.06,59.44,27.65,50.39,DoorCLOSED,PowerON,118.75,CompressorON,0.33,Friday 10.01.2025 -- 00:07:15,0
3.43,73.31,26.24,60.06,DoorCLOSED,PowerON,106.07,CompressorON,0.43,Friday 10.01.2025 -- 00:07:20,0
4.53,50.47,28.54,62.81,DoorCLOSED,PowerON,55.54,CompressorOFF,0.28,Friday 10.01.2025 -- 00:07:25,0
4.86,72.96,25.64,84.76,DoorCLOSED,PowerON,21.21,CompressorOFF,0.34,Friday 10.01.2025 -- 00:07:30,0
2.12,67.65,24.79,86.09,DoorCLOSED,PowerON,143.13,CompressorON,0.17,Friday 10.01.2025 -- 00:07:35,0
3.36,46.53,25.95,55.82,DoorCLOSED,PowerON,95.62,CompressorON,0.42,Friday 10.01.2025 -- 00:07:40,0
3.6,51.73,28.99,80.85,DoorCLOSED,PowerON,48.46,CompressorOFF,0.25,Friday 10.01.2025 -- 00:07:45,0
4.87,54.66,24.79,82.58,DoorCLOSED,PowerON,21.95,CompressorOFF,0.36,Friday 10.01.2025 -- 00:07:50,0
4.3,74.41,24.83,56.05,DoorOPEN,PowerON,96.98,CompressorON,0.28,Friday 10.01.2025 -- 00:07:55,0
2.03,73.48,28.44,59.66,DoorCLOSED,PowerON,124.5,CompressorON,0.03,Friday 10.01.2025 -- 00:08:00,0
3.99,51.19,19.01,67.95,DoorCLOSED,PowerON,147.06,CompressorON,0.43,Friday 10.01.2025 -- 00:08:05,0
8.01,46.99,23.86,59.98,DoorCLOSED,PowerON,30.07,CompressorOFF,0.38,Friday 10.01.2025 -- 00:08:10,0
4.06,73.14,31.44,62.67,DoorCLOSED,PowerON,49.02,CompressorOFF,0.03,Friday 10.01.2025 -- 00:08:15,0
6.37,76.62,25.81,68.99,DoorOPEN,PowerON,128.04,CompressorON,0.34,Friday 10.01.2025 -- 00:08:20,0
2.45,62.92,24.07,78.37,DoorCLOSED,PowerON,120.92,CompressorON,0.33,Friday 10.01.2025 -- 00:08:25,0
3.12,52.81,31.0,77.5,DoorCLOSED,PowerON,50.84,CompressorOFF,0.03,Friday 10.01.2025 -- 00:08:30,0
3.17,74.03,19.2,50.96,DoorCLOSED,PowerON,153.45,CompressorON,0.17,Friday 10.01.2025 -- 00:08:35,0
6.76,78.53,25.68,81.17,DoorCLOSED,PowerON,224.24,CompressorOFF,0.82,Friday 10.01.2025 -- 00:08:40,1
11.11,88.5,28.13,67.46,DoorCLOSED,PowerON,182.07,CompressorOFF,1.29,Friday 10.01.2025 -- 00:08:45,1
3.84,56.17,26.55,85.04,DoorCLOSED,PowerON,31.34,CompressorOFF,0.05,Friday 10.01.2025 -- 00:08:50,0
2.97,55.33,20.51,72.64,DoorCLOSED,PowerON,153.95,CompressorON,0.09,Friday 10.01.2025 -- 00:08:55,0
2.48,59.43,24.7,53.06,DoorCLOSED,PowerON,132.72,CompressorON,0.22,Friday 10.01.2025 -- 00:09:00,0
4.0,53.92,21.59,51.26,DoorCLOSED,PowerON,152.95,CompressorON,0.12,Friday 10.01.2025 -- 00:09:05,0
4.51,64.08,20.72,73.5,DoorCLOSED,PowerON,35.73,CompressorOFF,0.23,Friday 10.01.2025 -- 00:09:10,0
5.08,73.35,23.72,64.13,DoorCLOSED,PowerON,34.25,CompressorOFF,0.32,Friday 10.01.2025 -- 00:09:15,0
3.19,73.01,30.32,68.16,DoorCLOSED,PowerON,147.46,CompressorON,0.28,Friday 10.01.2025 -- 00:09:20,0
11.54,78.65,32.66,74.18,DoorCLOSED,PowerON,184.38,CompressorON,1.47,Friday 10.01.2025 -- 00:09:25,1
3.09,70.5,19.62,55.47,DoorCLOSED,PowerON,142.43,CompressorON,0.14,Friday 10.01.2025 -- 00:09:30,0
4.29,49.74,29.56,71.47,DoorCLOSED,PowerON,48.55,CompressorOFF,0.39,Friday 10.01.2025 -- 00:09:35,0
3.09,65.32,31.18,85.02,DoorCLOSED,PowerON,38.52,CompressorOFF,0.18,Friday 10.01.2025 -- 00:09:40,0
3.97,60.76,23.95,68.63,DoorCLOSED,PowerON,119.48,CompressorON,0.2,Friday 10.01.2025 -- 00:09:45,0
4.16,50.66,25.7,69.47,DoorCLOSED,PowerON,22.98,CompressorOFF,0.25,Friday 10.01.2025 -- 00:09:50,0
2.18,52.66,27.52,73.62,DoorCLOSED,PowerON,132.4,CompressorON,0.39,Friday 10.01.2025 -- 00:09:55,0
2.32,66.84,29.91,86.64,DoorCLOSED,PowerON,122.66,CompressorON,0.05,Friday 10.01.2025 -- 00:10:00,0
6.44,72.64,20.32,89.39,DoorOPEN,PowerON,153.11,CompressorON,0.14,Friday 10.01.2025 -- 00:10:05,0
3.54,63.98,19.83,86.83,DoorCLOSED,PowerON,36.68,CompressorOFF,0.41,Friday 10.01.2025 -- 00:10:10,0
2.83,58.66,29.03,73.66,DoorCLOSED,PowerON,136.85,CompressorON,0.23,Friday 10.01.2025 -- 00:10:15,0
11.84,79.0,33.88,73.55,DoorCLOSED,PowerON,197.15,CompressorOFF,1.25,Friday 10.01.2025 -- 00:10:20,1
4.86,72.58,24.66,68.18,DoorOPEN,PowerON,130.24,CompressorON,0.43,Friday 10.01.2025 -- 00:10:25,0
3.45,50.2,31.11,54.88,DoorCLOSED,PowerON,105.8,CompressorON,0.25,Friday 10.01.2025 -- 00:10:30,0
6.71,79.81,31.4,88.97,DoorCLOSED,PowerON,193.74,CompressorOFF,1.43,Friday 10.01.2025 -- 00:10:35,1
3.19,74.64,21.94,67.28,DoorCLOSED,PowerON,111.52,CompressorON,0.17,Friday 10.01.2025 -- 00:10:40,0
4.37,51.36,31.11,69.61,DoorCLOSED,PowerON,41.26,CompressorOFF,0.19,Friday 10.01.2025 -- 00:10:45,0
4.95,47.74,30.57,67.62,DoorCLOSED,PowerON,22.46,CompressorOFF,0.18,Friday 10.01.2025 -- 00:10:50,0
4.7,45.54,20.46,55.28,DoorCLOSED,PowerON,106.28,CompressorON,0.36,Friday 10.01.2025 -- 00:10:55,0
3.88,59.72,31.39,73.12,DoorCLOSED,PowerON,49.48,CompressorOFF,0.1,Friday 10.01.2025 -- 00:11:00,0
3.51,47.56,18.61,73.64,DoorCLOSED,PowerON,52.34,CompressorOFF,0.03,Friday 10.01.2025 -- 00:11:05,0
4.48,65.04,25.34,88.85,DoorCLOSED,PowerON,32.6,CompressorOFF,0.16,Friday 10.01.2025 -- 00:11:10,0
4.16,66.91,19.96,68.08,DoorCLOSED,PowerON,118.03,CompressorON,0.03,Friday 10.01.2025 -- 00:11:15,0
4.78,50.36,21.52,75.13,DoorCLOSED,PowerON,152.2,CompressorON,0.99,Friday 10.01.2025 -- 00:11:20,0
4.27,62.4,19.46,51.59,DoorCLOSED,PowerON,41.38,CompressorOFF,0.25,Friday 10.01.2025 -- 00:11:25,0
4.81,55.19,30.6,71.33,DoorCLOSED,PowerON,50.28,CompressorOFF,0.11,Friday 10.01.2025 -- 00:11:30,0
5.46,70.46,19.7,78.66,DoorCLOSED,PowerON,27.25,CompressorOFF,0.33,Friday 10.01.2025 -- 00:11:35,0
3.8,57.99,23.55,89.64,DoorCLOSED,PowerON,159.21,CompressorON,0.87,Friday 10.01.2025 -- 00:11:40,0
2.22,71.02,22.22,73.87,DoorCLOSED,PowerON,122.11,CompressorON,0.44,Friday 10.01.2025 -- 00:11:45,0
4.39,46.53,29.76,86.22,DoorCLOSED,PowerON,22.7,CompressorOFF,0.43,Friday 10.01.2025 -- 00:11:50,0
2.23,53.81,29.27,86.35,DoorCLOSED,PowerON,109.94,CompressorON,0.22,Friday 10.01.2025 -- 00:11:55,0
4.34,56.76,25.88,55.73,DoorCLOSED,PowerON,47.65,CompressorOFF,0.29,Friday 10.01.2025 -- 00:12:00,0
4.27,55.23,23.77,89.36,DoorCLOSED,PowerON,23.3,CompressorOFF,0.25,Friday 10.01.2025 -- 00:12:05,0
2.07,53.15,22.5,83.61,DoorCLOSED,PowerON,92.76,CompressorON,0.38,Friday 10.01.2025 -- 00:12:10,0
4.16,49.42,20.2,63.86,DoorCLOSED,PowerON,131.36,CompressorON,0.28,Friday 10.01.2025 -- 00:12:15,0
3.46,64.84,19.66,74.09,DoorCLOSED,PowerON,35.91,CompressorOFF,0.3,Friday 10.01.2025 -- 00:12:20,0
2.83,53.3,24.78,56.7,DoorCLOSED,PowerON,109.16,CompressorON,0.11,Friday 10.01.2025 -- 00:12:25,0
4.32,78.92,25.32,58.64,DoorOPEN,PowerON,134.22,CompressorON,0.03,Friday 10.01.2025 -- 00:12:30,0
3.19,53.85,21.5,88.27,DoorCLOSED,PowerON,155.29,CompressorON,0.18,Friday 10.01.2025 -- 00:12:35,0
10.86,86.14,28.89,90.18,DoorCLOSED,PowerON,249.21,CompressorON,1.55,Friday 10.01.2025 -- 00:12:40,1
3.11,60.41,26.35,63.78,DoorCLOSED,PowerON,107.86,CompressorON,0.18,Friday 10.01.2025 -- 00:12:45,0
11.93,76.03,30.58,60.21,DoorCLOSED,PowerON,252.15,CompressorON,1.03,Friday 10.01.2025 -- 00:12:50,1
3.26,72.6,18.57,61.07,DoorCLOSED,PowerON,25.19,CompressorOFF,0.22,Friday 10.01.2025 -- 00:12:55,0
2.23,61.73,23.62,69.16,DoorCLOSED,PowerON,110.56,CompressorON,0.29,Friday 10.01.2025 -- 00:13:00,0
4.11,62.3,24.86,50.38,DoorCLOSED,PowerON,25.14,CompressorOFF,0.35,Friday 10.01.2025 -- 00:13:05,0
6.01,53.45,24.62,74.4,DoorCLOSED,PowerON,48.91,CompressorOFF,0.38,Friday 10.01.2025 -- 00:13:10,0
5.2,67.76,23.23,61.46,DoorCLOSED,PowerON,22.43,CompressorOFF,0.26,Friday 10.01.2025 -- 00:13:15,0
1.94,58.22,25.47,54.07,DoorCLOSED,PowerON,125.37,CompressorON,0.38,Friday 10.01.2025 -- 00:13:20,0
3.47,65.36,20.21,70.93,DoorCLOSED,PowerON,51.44,CompressorOFF,0.11,Friday 10.01.2025 -- 00:13:25,0
3.22,64.11,26.22,53.43,DoorCLOSED,PowerON,120.53,CompressorON,0.31,Friday 10.01.2025 -- 00:13:30,0
3.96,52.06,19.06,70.31,DoorCLOSED,PowerON,214.81,CompressorON,0.63,Friday 10.01.2025 -- 00:13:35,0
2.38,46.68,27.63,69.92,DoorCLOSED,PowerON,145.99,CompressorON,0.13,Friday 10.01.2025 -- 00:13:40,0
2.29,46.75,30.7,61.11,DoorCLOSED,PowerON,227.26,CompressorON,0.39,Friday 10.01.2025 -- 00:13:45,0
3.97,72.6,22.64,66.43,DoorCLOSED,PowerON,188.65,CompressorON,0.21,Friday 10.01.2025 -- 00:13:50,0
2.52,64.23,25.04,86.15,DoorCLOSED,PowerON,110.88,CompressorON,0.31,Friday 10.01.2025 -- 00:13:55,0
7.59,80.79,30.57,67.01,DoorCLOSED,PowerON,236.79,CompressorOFF,0.99,Friday 10.01.2025 -- 00:14:00,1
3.56,46.52,30.26,62.04,DoorCLOSED,PowerON,144.4,CompressorON,0.11,Friday 10.01.2025 -- 00:14:05,0
3.5,65.66,23.95,79.31,DoorCLOSED,PowerON,113.16,CompressorON,0.23,Friday 10.01.2025 -- 00:14:10,0
3.92,65.95,21.22,78.13,DoorCLOSED,PowerON,151.2,CompressorON,0.32,Friday 10.01.2025 -- 00:14:15,0
2.7,71.17,19.85,66.17,DoorCLOSED,PowerON,176.37,CompressorON,0.12,Friday 10.01.2025 -- 00:14:20,0
3.32,53.63,24.27,85.02,DoorCLOSED,PowerON,58.9,CompressorOFF,0.4,Friday 10.01.2025 -- 00:14:25,0
5.3,64.71,23.09,51.51,DoorCLOSED,PowerON,38.9,CompressorOFF,0.09,Friday 10.01.2025 -- 00:14:30,0
3.58,47.15,22.66,54.31,DoorCLOSED,PowerON,43.15,CompressorOFF,0.33,Friday 10.01.2025 -- 00:14:35,0
3.75,72.43,22.53,89.05,DoorCLOSED,PowerON,55.34,CompressorOFF,0.42,Friday 10.01.2025 -- 00:14:40,0
6.37,70.39,19.11,84.46,DoorOPEN,PowerON,150.29,CompressorON,0.13,Friday 10.01.2025 -- 00:14:45,0
6.56,65.56,28.04,87.41,DoorCLOSED,PowerON,156.57,CompressorON,0.27,Friday 10.01.2025 -- 00:14:50,0
3.03,56.44,18.14,58.2,DoorCLOSED,PowerON,158.09,CompressorON,0.44,Friday 10.01.2025 -- 00:14:55,0
10.93,78.33,28.02,71.14,DoorCLOSED,PowerON,221.49,CompressorON,0.93,Friday 10.01.2025 -- 00:15:00,1
7.25,84.13,34.73,83.55,DoorCLOSED,PowerON,218.27,CompressorOFF,1.24,Friday 10.01.2025 -- 00:15:05,1
7.98,85.45,25.61,64.09,DoorCLOSED,PowerON,203.36,CompressorOFF,1.33,Friday 10.01.2025 -- 00:15:10,1
5.01,52.95,21.64,62.34,DoorCLOSED,PowerON,22.21,CompressorOFF,0.25,Friday 10.01.2025 -- 00:15:15,0
3.9,63.44,18.42,68.83,DoorCLOSED,PowerON,200.52,CompressorON,0.31,Friday 10.01.2025 -- 00:15:20,0
3.99,59.11,23.52,54.77,DoorCLOSED,PowerON,137.12,CompressorON,0.81,Friday 10.01.2025 -- 00:15:25,0
3.52,55.81,31.9,56.59,DoorCLOSED,PowerON,90.53,CompressorON,0.3,Friday 10.01.2025 -- 00:15:30,0
3.25,53.69,28.99,69.57,DoorCLOSED,PowerON,131.74,CompressorON,0.28,Friday 10.01.2025 -- 00:15:35,0
2.0,63.07,21.44,63.3,DoorCLOSED,PowerON,127.01,CompressorON,0.07,Friday 10.01.2025 -- 00:15:40,0
2.89,70.52,19.09,86.24,DoorCLOSED,PowerON,103.98,CompressorON,0.35,Friday 10.01.2025 -- 00:15:45,0
8.89,86.12,22.89,82.8,DoorOPEN,PowerON,150.3,CompressorON,0.12,Friday 10.01.2025 -- 00:15:50,0
5.48,45.05,20.25,69.03,DoorCLOSED,PowerON,45.54,CompressorOFF,0.43,Friday 10.01.2025 -- 00:15:55,0
3.43,58.29,24.25,84.72,DoorCLOSED,PowerON,125.72,CompressorON,0.15,Friday 10.01.2025 -- 00:16:00,0
4.6,58.96,31.28,51.58,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.32,Friday 10.01.2025 -- 00:16:05,0
4.17,68.9,31.75,82.75,DoorCLOSED,PowerON,46.31,CompressorOFF,0.35,Friday 10.01.2025 -- 00:16:10,0
1.91,73.25,28.84,86.25,DoorCLOSED,PowerON,146.2,CompressorON,0.75,Friday 10.01.2025 -- 00:16:15,0
7.11,66.74,27.85,73.69,DoorOPEN,PowerON,119.99,CompressorON,0.31,Friday 10.01.2025 -- 00:16:20,0
3.09,54.71,26.38,77.0,DoorCLOSED,PowerON,128.19,CompressorON,0.19,Friday 10.01.2025 -- 00:16:25,0
3.9,62.17,22.56,57.75,DoorCLOSED,PowerON,28.74,CompressorOFF,0.27,Friday 10.01.2025 -- 00:16:30,0
3.54,62.3,28.35,62.92,DoorCLOSED,PowerON,100.73,CompressorON,0.14,Friday 10.01.2025 -- 00:16:35,0
3.1,70.52,23.8,72.85,DoorCLOSED,PowerON,38.76,CompressorOFF,0.38,Friday 10.01.2025 -- 00:16:40,0
6.76,89.78,31.8,62.92,DoorCLOSED,PowerON,191.84,CompressorOFF,1.52,Friday 10.01.2025 -- 00:16:45,1
3.05,61.05,31.63,57.32,DoorCLOSED,PowerON,110.36,CompressorON,0.07,Friday 10.01.2025 -- 00:16:50,0
3.76,72.73,25.85,70.4,DoorCLOSED,PowerON,47.68,CompressorOFF,0.08,Friday 10.01.2025 -- 00:16:55,0
3.78,64.63,28.39,74.93,DoorOPEN,PowerON,142.51,CompressorON,0.05,Friday 10.01.2025 -- 00:17:00,0
4.69,71.19,19.26,65.64,DoorCLOSED,PowerON,57.83,CompressorOFF,0.33,Friday 10.01.2025 -- 00:17:05,0
3.87,72.16,30.2,84.12,DoorCLOSED,PowerON,55.98,CompressorOFF,0.35,Friday 10.01.2025 -- 00:17:10,0
